repository,id,tag_name,draft,prerelease,created_at,published_at,author,body_length,breaking_change_flag,notes_url,asset_count,asset_total_size_kb,download_count_total,version_major,version_minor,version_patch,release_type,published_date,published_time,year,month,day,weekday,weekday_name,hour,time_slot,is_weekend,prev_release_date,days_since_prev_release,commit_count_since_prev,pr_count_since_prev,closed_issues_since_prev,top_contributor_1,top_contributor_1_count,top_contributor_2,top_contributor_2_count,top_contributor_3,top_contributor_3_count
seed-design,212859249,@seed-design/mcp@0.0.5,,,2025-04-16T16:17:27Z,2025-04-16T16:17:27Z,github-actions[bot],,,,,,,0,0,5,patch,2025-04-16,01:17:27,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,212859259,@seed-design/vite-plugin@0.0.13,,,2025-04-16T16:17:30Z,2025-04-16T16:17:30Z,github-actions[bot],,,,,,,0,0,13,patch,2025-04-16,01:17:30,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,212859270,@seed-design/stackflow@0.0.13,,,2025-04-16T16:17:33Z,2025-04-16T16:17:33Z,github-actions[bot],,,,,,,0,0,13,patch,2025-04-16,01:17:33,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,212859283,@seed-design/webpack-plugin@0.0.13,,,2025-04-16T16:17:36Z,2025-04-16T16:17:36Z,github-actions[bot],,,,,,,0,0,13,patch,2025-04-16,01:17:36,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,213299254,@seed-design/css@0.0.14,,,2025-04-18T10:12:44Z,2025-04-18T10:12:44Z,github-actions[bot],,,,,,,0,0,14,patch,2025-04-18,19:12:44,2025,4,18,5,Friday,19,16-19,,2025-04-16,2,,,,,,,,,
seed-design,213299256,@seed-design/mcp@0.0.6,,,2025-04-18T10:12:47Z,2025-04-18T10:12:47Z,github-actions[bot],,,,,,,0,0,6,patch,2025-04-18,19:12:47,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299263,@seed-design/figma@0.0.6,,,2025-04-18T10:12:50Z,2025-04-18T10:12:50Z,github-actions[bot],,,,,,,0,0,6,patch,2025-04-18,19:12:50,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299270,@seed-design/react@0.0.14,,,2025-04-18T10:12:53Z,2025-04-18T10:12:53Z,github-actions[bot],,,,,,,0,0,14,patch,2025-04-18,19:12:53,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299274,@seed-design/react-popover@0.0.3,,,2025-04-18T10:12:56Z,2025-04-18T10:12:56Z,github-actions[bot],,,,,,,0,0,3,patch,2025-04-18,19:12:56,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299278,@seed-design/rsbuild-plugin@0.0.14,,,2025-04-18T10:12:59Z,2025-04-18T10:12:59Z,github-actions[bot],,,,,,,0,0,14,patch,2025-04-18,19:12:59,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299285,@seed-design/stackflow@0.0.14,,,2025-04-18T10:13:02Z,2025-04-18T10:13:02Z,github-actions[bot],,,,,,,0,0,14,patch,2025-04-18,19:13:02,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299294,@seed-design/vite-plugin@0.0.14,,,2025-04-18T10:13:05Z,2025-04-18T10:13:05Z,github-actions[bot],,,,,,,0,0,14,patch,2025-04-18,19:13:05,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213299301,@seed-design/webpack-plugin@0.0.14,,,2025-04-18T10:13:08Z,2025-04-18T10:13:08Z,github-actions[bot],,,,,,,0,0,14,patch,2025-04-18,19:13:08,2025,4,18,5,Friday,19,16-19,,2025-04-18,0,,,,,,,,,
seed-design,213831412,@seed-design/css@0.0.15,,,2025-04-22T05:00:52Z,2025-04-22T05:00:52Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:00:52,2025,4,22,2,Tuesday,14,12-15,,2025-04-18,4,,,,,,,,,
seed-design,213831417,@seed-design/figma@0.0.15,,,2025-04-22T05:00:55Z,2025-04-22T05:00:55Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:00:55,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831421,@seed-design/react-popover@0.0.4,,,2025-04-22T05:00:58Z,2025-04-22T05:00:58Z,github-actions[bot],,,,,,,0,0,4,patch,2025-04-22,14:00:58,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831427,@seed-design/vite-plugin@0.0.15,,,2025-04-22T05:01:01Z,2025-04-22T05:01:01Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:01:01,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831440,@seed-design/rsbuild-plugin@0.0.15,,,2025-04-22T05:01:04Z,2025-04-22T05:01:04Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:01:04,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831442,@seed-design/mcp@0.0.15,,,2025-04-22T05:01:07Z,2025-04-22T05:01:07Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:01:07,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831450,@seed-design/webpack-plugin@0.0.15,,,2025-04-22T05:01:10Z,2025-04-22T05:01:10Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:01:10,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831455,@seed-design/stackflow@0.0.15,,,2025-04-22T05:01:13Z,2025-04-22T05:01:13Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:01:13,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213831461,@seed-design/react@0.0.15,,,2025-04-22T05:01:16Z,2025-04-22T05:01:16Z,github-actions[bot],,,,,,,0,0,15,patch,2025-04-22,14:01:16,2025,4,22,2,Tuesday,14,12-15,,2025-04-22,0,,,,,,,,,
seed-design,213853918,@seed-design/mcp@0.0.16,,,2025-04-22T07:38:29Z,2025-04-22T07:38:29Z,github-actions[bot],,,,,,,0,0,16,patch,2025-04-22,16:38:29,2025,4,22,2,Tuesday,16,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865149,@seed-design/css@0.0.17,,,2025-04-22T08:33:11Z,2025-04-22T08:33:11Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:11,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865165,@seed-design/mcp@0.0.17,,,2025-04-22T08:33:14Z,2025-04-22T08:33:14Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:14,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865173,@seed-design/figma@0.0.17,,,2025-04-22T08:33:17Z,2025-04-22T08:33:17Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:17,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865185,@seed-design/react@0.0.17,,,2025-04-22T08:33:20Z,2025-04-22T08:33:20Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:20,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865197,@seed-design/rsbuild-plugin@0.0.17,,,2025-04-22T08:33:23Z,2025-04-22T08:33:23Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:23,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865211,@seed-design/webpack-plugin@0.0.17,,,2025-04-22T08:33:26Z,2025-04-22T08:33:26Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:26,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865219,@seed-design/vite-plugin@0.0.17,,,2025-04-22T08:33:29Z,2025-04-22T08:33:29Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:29,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213865230,@seed-design/stackflow@0.0.17,,,2025-04-22T08:33:32Z,2025-04-22T08:33:32Z,github-actions[bot],,,,,,,0,0,17,patch,2025-04-22,17:33:32,2025,4,22,2,Tuesday,17,16-19,,2025-04-22,0,,,,,,,,,
seed-design,213989311,@seed-design/figma@0.0.18,,,2025-04-22T16:41:40Z,2025-04-22T16:41:40Z,github-actions[bot],,,,,,,0,0,18,patch,2025-04-22,01:41:40,2025,4,23,3,Wednesday,1,00-03,,2025-04-22,1,,,,,,,,,
seed-design,213989320,@seed-design/mcp@0.0.18,,,2025-04-22T16:41:43Z,2025-04-22T16:41:43Z,github-actions[bot],,,,,,,0,0,18,patch,2025-04-22,01:41:43,2025,4,23,3,Wednesday,1,00-03,,2025-04-22,1,,,,,,,,,
seed-design,214161472,@seed-design/figma@0.0.19,,,2025-04-23T09:32:25Z,2025-04-23T09:32:25Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:25,2025,4,23,3,Wednesday,18,16-19,,2025-04-22,1,,,,,,,,,
seed-design,214161479,@seed-design/css@0.0.19,,,2025-04-23T09:32:28Z,2025-04-23T09:32:28Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:28,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214161487,@seed-design/mcp@0.0.19,,,2025-04-23T09:32:31Z,2025-04-23T09:32:31Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:31,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214161494,@seed-design/rsbuild-plugin@0.0.19,,,2025-04-23T09:32:34Z,2025-04-23T09:32:34Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:34,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214161499,@seed-design/stackflow@0.0.19,,,2025-04-23T09:32:37Z,2025-04-23T09:32:37Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:37,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214161520,@seed-design/vite-plugin@0.0.19,,,2025-04-23T09:32:40Z,2025-04-23T09:32:40Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:40,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214161534,@seed-design/react@0.0.19,,,2025-04-23T09:32:43Z,2025-04-23T09:32:43Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:43,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214161549,@seed-design/webpack-plugin@0.0.19,,,2025-04-23T09:32:46Z,2025-04-23T09:32:46Z,github-actions[bot],,,,,,,0,0,19,patch,2025-04-23,18:32:46,2025,4,23,3,Wednesday,18,16-19,,2025-04-23,0,,,,,,,,,
seed-design,214259626,@seed-design/figma@0.0.20,,,2025-04-23T15:07:35Z,2025-04-23T15:07:35Z,github-actions[bot],,,,,,,0,0,20,patch,2025-04-23,00:07:35,2025,4,24,4,Thursday,0,00-03,,2025-04-23,1,,,,,,,,,
seed-design,214259639,@seed-design/mcp@0.0.20,,,2025-04-23T15:07:38Z,2025-04-23T15:07:38Z,github-actions[bot],,,,,,,0,0,20,patch,2025-04-23,00:07:38,2025,4,24,4,Thursday,0,00-03,,2025-04-23,1,,,,,,,,,
seed-design,215189351,@seed-design/figma-extractor@0.0.4,,,2025-04-28T13:49:10Z,2025-04-28T13:49:10Z,github-actions[bot],,,,,,,0,0,4,patch,2025-04-28,22:49:10,2025,4,28,1,Monday,22,20-23,,2025-04-23,5,,,,,,,,,
seed-design,215189366,@seed-design/cli@0.0.2,,,2025-04-28T13:49:13Z,2025-04-28T13:49:13Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:49:13,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189391,@seed-design/codemod@0.0.22,,,2025-04-28T13:49:16Z,2025-04-28T13:49:16Z,github-actions[bot],,,,,,,0,0,22,patch,2025-04-28,22:49:16,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189406,@seed-design/css@0.0.21,,,2025-04-28T13:49:19Z,2025-04-28T13:49:19Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:49:19,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189427,@seed-design/design-token@1.0.4,,,2025-04-28T13:49:22Z,2025-04-28T13:49:22Z,github-actions[bot],,,,,,,1,0,4,patch,2025-04-28,22:49:22,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189437,@seed-design/mcp@0.0.21,,,2025-04-28T13:49:25Z,2025-04-28T13:49:25Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:49:25,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189447,@seed-design/react@0.0.21,,,2025-04-28T13:49:28Z,2025-04-28T13:49:28Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:49:28,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189458,@seed-design/figma@0.0.21,,,2025-04-28T13:49:31Z,2025-04-28T13:49:31Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:49:31,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189476,@seed-design/react-checkbox@0.0.2,,,2025-04-28T13:49:34Z,2025-04-28T13:49:34Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:49:34,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189486,@seed-design/react-avatar@0.0.2,,,2025-04-28T13:49:37Z,2025-04-28T13:49:37Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:49:37,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189499,@seed-design/react-primitive@0.0.2,,,2025-04-28T13:49:40Z,2025-04-28T13:49:40Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:49:40,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189515,@seed-design/react-popover@0.0.5,,,2025-04-28T13:49:43Z,2025-04-28T13:49:43Z,github-actions[bot],,,,,,,0,0,5,patch,2025-04-28,22:49:43,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189530,@seed-design/react-dialog@0.0.3,,,2025-04-28T13:49:46Z,2025-04-28T13:49:46Z,github-actions[bot],,,,,,,0,0,3,patch,2025-04-28,22:49:46,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189545,@seed-design/react-pull-to-refresh@0.0.3,,,2025-04-28T13:49:49Z,2025-04-28T13:49:49Z,github-actions[bot],,,,,,,0,0,3,patch,2025-04-28,22:49:49,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189563,@seed-design/react-radio-group@0.0.2,,,2025-04-28T13:49:52Z,2025-04-28T13:49:52Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:49:52,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189571,@seed-design/react-segmented-control@0.0.3,,,2025-04-28T13:49:55Z,2025-04-28T13:49:55Z,github-actions[bot],,,,,,,0,0,3,patch,2025-04-28,22:49:55,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189589,@seed-design/react-progress@0.0.2,,,2025-04-28T13:49:58Z,2025-04-28T13:49:58Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:49:58,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189597,@seed-design/react-snackbar@0.0.3,,,2025-04-28T13:50:01Z,2025-04-28T13:50:01Z,github-actions[bot],,,,,,,0,0,3,patch,2025-04-28,22:50:01,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189609,@seed-design/react-tabs@0.0.4,,,2025-04-28T13:50:04Z,2025-04-28T13:50:04Z,github-actions[bot],,,,,,,0,0,4,patch,2025-04-28,22:50:04,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189623,@seed-design/react-switch@0.0.2,,,2025-04-28T13:50:07Z,2025-04-28T13:50:07Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:50:07,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189634,@seed-design/react-text-field@0.0.2,,,2025-04-28T13:50:10Z,2025-04-28T13:50:10Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:50:10,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189646,@seed-design/react-toggle@0.0.2,,,2025-04-28T13:50:13Z,2025-04-28T13:50:13Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:50:13,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189654,@seed-design/rsbuild-plugin@0.0.21,,,2025-04-28T13:50:16Z,2025-04-28T13:50:16Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:50:16,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189670,@seed-design/stackflow@0.0.21,,,2025-04-28T13:50:19Z,2025-04-28T13:50:19Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:50:19,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189679,@seed-design/tailwind3-plugin@0.0.21,,,2025-04-28T13:50:22Z,2025-04-28T13:50:22Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:50:22,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189699,@seed-design/vite-plugin@0.0.21,,,2025-04-28T13:50:25Z,2025-04-28T13:50:25Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:50:25,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189722,@seed-design/dom-utils@0.0.2,,,2025-04-28T13:50:28Z,2025-04-28T13:50:28Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-28,22:50:28,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189732,@seed-design/webpack-plugin@0.0.21,,,2025-04-28T13:50:31Z,2025-04-28T13:50:31Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:50:31,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215189745,@seed-design/tailwind4-theme@0.0.21,,,2025-04-28T13:50:34Z,2025-04-28T13:50:34Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-28,22:50:34,2025,4,28,1,Monday,22,20-23,,2025-04-28,0,,,,,,,,,
seed-design,215248644,@seed-design/figma@0.0.22,,,2025-04-28T17:13:04Z,2025-04-28T17:13:04Z,github-actions[bot],,,,,,,0,0,22,patch,2025-04-28,02:13:04,2025,4,29,2,Tuesday,2,00-03,,2025-04-28,1,,,,,,,,,
seed-design,215248663,@seed-design/mcp@0.0.22,,,2025-04-28T17:13:07Z,2025-04-28T17:13:07Z,github-actions[bot],,,,,,,0,0,22,patch,2025-04-28,02:13:07,2025,4,29,2,Tuesday,2,00-03,,2025-04-28,1,,,,,,,,,
seed-design,216123326,@seed-design/figma@0.0.23,,,2025-05-02T08:30:08Z,2025-05-02T08:30:08Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:08,2025,5,2,5,Friday,17,16-19,,2025-04-28,4,,,,,,,,,
seed-design,216123335,@seed-design/css@0.0.23,,,2025-05-02T08:30:11Z,2025-05-02T08:30:11Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:11,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,216123345,@seed-design/mcp@0.0.23,,,2025-05-02T08:30:14Z,2025-05-02T08:30:14Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:14,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,216123350,@seed-design/react@0.0.23,,,2025-05-02T08:30:17Z,2025-05-02T08:30:17Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:17,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,216123361,@seed-design/rsbuild-plugin@0.0.23,,,2025-05-02T08:30:20Z,2025-05-02T08:30:20Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:20,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,216123367,@seed-design/vite-plugin@0.0.23,,,2025-05-02T08:30:23Z,2025-05-02T08:30:23Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:23,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,216123377,@seed-design/stackflow@0.0.23,,,2025-05-02T08:30:26Z,2025-05-02T08:30:26Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:26,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,216123379,@seed-design/webpack-plugin@0.0.23,,,2025-05-02T08:30:29Z,2025-05-02T08:30:29Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-02,17:30:29,2025,5,2,5,Friday,17,16-19,,2025-05-02,0,,,,,,,,,
seed-design,217229297,@seed-design/webpack-plugin@0.0.24,,,2025-05-08T05:35:03Z,2025-05-08T05:35:03Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:03,2025,5,8,4,Thursday,14,12-15,,2025-05-02,6,,,,,,,,,
seed-design,217229303,@seed-design/css@0.0.24,,,2025-05-08T05:35:05Z,2025-05-08T05:35:05Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:05,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229305,@seed-design/figma@0.0.24,,,2025-05-08T05:35:08Z,2025-05-08T05:35:08Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:08,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229311,@seed-design/react@0.0.24,,,2025-05-08T05:35:11Z,2025-05-08T05:35:11Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:11,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229312,@seed-design/mcp@0.0.24,,,2025-05-08T05:35:14Z,2025-05-08T05:35:14Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:14,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229319,@seed-design/react-portal@0.0.1,,,2025-05-08T05:35:17Z,2025-05-08T05:35:17Z,github-actions[bot],,,,,,,0,0,1,patch,2025-05-08,14:35:17,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229326,@seed-design/rsbuild-plugin@0.0.24,,,2025-05-08T05:35:20Z,2025-05-08T05:35:20Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:20,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229335,@seed-design/stackflow@0.0.24,,,2025-05-08T05:35:23Z,2025-05-08T05:35:23Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:23,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,217229341,@seed-design/vite-plugin@0.0.24,,,2025-05-08T05:35:26Z,2025-05-08T05:35:26Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-08,14:35:26,2025,5,8,4,Thursday,14,12-15,,2025-05-08,0,,,,,,,,,
seed-design,219395223,@seed-design/stackflow@0.0.25,,,2025-05-19T05:02:29Z,2025-05-19T05:02:29Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:29,2025,5,19,1,Monday,14,12-15,,2025-05-08,11,,,,,,,,,
seed-design,219395231,@seed-design/css@0.0.25,,,2025-05-19T05:02:32Z,2025-05-19T05:02:32Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:32,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395232,@seed-design/figma@0.0.25,,,2025-05-19T05:02:35Z,2025-05-19T05:02:35Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:35,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395237,@seed-design/webpack-plugin@0.0.25,,,2025-05-19T05:02:38Z,2025-05-19T05:02:38Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:38,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395242,@seed-design/mcp@0.0.25,,,2025-05-19T05:02:41Z,2025-05-19T05:02:41Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:41,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395245,@seed-design/vite-plugin@0.0.25,,,2025-05-19T05:02:44Z,2025-05-19T05:02:44Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:44,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395247,@seed-design/codemod@0.0.23,,,2025-05-19T05:02:47Z,2025-05-19T05:02:47Z,github-actions[bot],,,,,,,0,0,23,patch,2025-05-19,14:02:47,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395250,@seed-design/react@0.0.25,,,2025-05-19T05:02:50Z,2025-05-19T05:02:50Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:50,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219395255,@seed-design/rsbuild-plugin@0.0.25,,,2025-05-19T05:02:53Z,2025-05-19T05:02:53Z,github-actions[bot],,,,,,,0,0,25,patch,2025-05-19,14:02:53,2025,5,19,1,Monday,14,12-15,,2025-05-19,0,,,,,,,,,
seed-design,219997029,@seed-design/rsbuild-plugin@0.0.26,,,2025-05-21T08:31:32Z,2025-05-21T08:31:32Z,github-actions[bot],,,,,,,0,0,26,patch,2025-05-21,17:31:32,2025,5,21,3,Wednesday,17,16-19,,2025-05-19,2,,,,,,,,,
seed-design,219997041,@seed-design/vite-plugin@0.0.26,,,2025-05-21T08:31:35Z,2025-05-21T08:31:35Z,github-actions[bot],,,,,,,0,0,26,patch,2025-05-21,17:31:35,2025,5,21,3,Wednesday,17,16-19,,2025-05-21,0,,,,,,,,,
seed-design,219997050,@seed-design/codemod@0.0.24,,,2025-05-21T08:31:38Z,2025-05-21T08:31:38Z,github-actions[bot],,,,,,,0,0,24,patch,2025-05-21,17:31:38,2025,5,21,3,Wednesday,17,16-19,,2025-05-21,0,,,,,,,,,
