repository,id,tag_name,draft,prerelease,created_at,published_at,author,body_length,breaking_change_flag,notes_url,asset_count,asset_total_size_kb,download_count_total,version_major,version_minor,version_patch,release_type,published_date,published_time,year,month,day,weekday,weekday_name,hour,time_slot,is_weekend,prev_release_date,days_since_prev_release,commit_count_since_prev,pr_count_since_prev,closed_issues_since_prev,top_contributor_1,top_contributor_1_count,top_contributor_2,top_contributor_2_count,top_contributor_3,top_contributor_3_count
seed-design,200977510,@seed-design/react-radio-group@0.0.1-rc.0,,1,2025-02-18T17:13:58Z,2025-02-18T17:13:58Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:13:58,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977521,@seed-design/react-segmented-control@0.0.1-rc.0,,1,2025-02-18T17:14:01Z,2025-02-18T17:14:01Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:01,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977535,@seed-design/react-switch@0.0.1-rc.0,,1,2025-02-18T17:14:04Z,2025-02-18T17:14:04Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:04,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977552,@seed-design/react-tabs@0.0.1-rc.0,,1,2025-02-18T17:14:07Z,2025-02-18T17:14:07Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:07,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977561,@seed-design/react-text-field@0.0.1-rc.0,,1,2025-02-18T17:14:10Z,2025-02-18T17:14:10Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:10,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977572,@seed-design/react-toggle@0.0.1-rc.0,,1,2025-02-18T17:14:13Z,2025-02-18T17:14:13Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:13,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977585,@seed-design/react-snackbar@0.0.1-rc.0,,1,2025-02-18T17:14:16Z,2025-02-18T17:14:16Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:16,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977595,@seed-design/react-avatar@0.0.1-rc.0,,1,2025-02-18T17:14:19Z,2025-02-18T17:14:19Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:19,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977605,@seed-design/stackflow@0.0.1-rc.0,,1,2025-02-18T17:14:22Z,2025-02-18T17:14:22Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:22,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200977616,@seed-design/react@0.0.1-rc.0,,1,2025-02-18T17:14:25Z,2025-02-18T17:14:25Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:14:25,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,200981151,@seed-design/react@0.0.1-rc.1,,1,2025-02-18T17:29:03Z,2025-02-18T17:29:03Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-18,02:29:03,2025,2,19,3,Wednesday,2,00-03,,2025-02-18,1,,,,,,,,,
seed-design,201324477,@seed-design/codemod@0.0.12-rc.0,,1,2025-02-20T02:57:59Z,2025-02-20T02:57:59Z,github-actions[bot],,,,,,,0,0,12,patch,2025-02-20,11:57:59,2025,2,20,4,Thursday,11,08-11,,2025-02-18,2,,,,,,,,,
seed-design,201324482,@seed-design/migration-index@0.0.1-rc.0,,1,2025-02-20T02:58:02Z,2025-02-20T02:58:02Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-20,11:58:02,2025,2,20,4,Thursday,11,08-11,,2025-02-20,0,,,,,,,,,
seed-design,201327330,@seed-design/codemod@0.0.12-rc.1,,1,2025-02-20T03:25:04Z,2025-02-20T03:25:04Z,github-actions[bot],,,,,,,0,0,12,patch,2025-02-20,12:25:04,2025,2,20,4,Thursday,12,12-15,,2025-02-20,0,,,,,,,,,
seed-design,201331247,@seed-design/codemod@0.0.12-rc.2,,1,2025-02-20T03:38:17Z,2025-02-20T03:38:17Z,github-actions[bot],,,,,,,0,0,12,patch,2025-02-20,12:38:17,2025,2,20,4,Thursday,12,12-15,,2025-02-20,0,,,,,,,,,
seed-design,201347606,@seed-design/css@0.0.1-rc.1,,1,2025-02-20T06:47:17Z,2025-02-20T06:47:17Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-20,15:47:17,2025,2,20,4,Thursday,15,12-15,,2025-02-20,0,,,,,,,,,
seed-design,201347611,@seed-design/codemod@0.0.12-rc.3,,1,2025-02-20T06:47:20Z,2025-02-20T06:47:20Z,github-actions[bot],,,,,,,0,0,12,patch,2025-02-20,15:47:20,2025,2,20,4,Thursday,15,12-15,,2025-02-20,0,,,,,,,,,
seed-design,201347618,@seed-design/stackflow@0.0.1-rc.1,,1,2025-02-20T06:47:23Z,2025-02-20T06:47:23Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-20,15:47:23,2025,2,20,4,Thursday,15,12-15,,2025-02-20,0,,,,,,,,,
seed-design,201347627,@seed-design/react@0.0.1-rc.2,,1,2025-02-20T06:47:26Z,2025-02-20T06:47:26Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-20,15:47:26,2025,2,20,4,Thursday,15,12-15,,2025-02-20,0,,,,,,,,,
seed-design,202140650,@seed-design/cli@0.0.1,,,2025-02-24T21:16:04Z,2025-02-24T21:16:04Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:04,2025,2,25,2,Tuesday,6,04-07,,2025-02-20,5,,,,,,,,,
seed-design,202140659,@seed-design/codemod@0.0.12,,,2025-02-24T21:16:06Z,2025-02-24T21:16:06Z,github-actions[bot],,,,,,,0,0,12,patch,2025-02-24,06:16:06,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140674,@seed-design/migration-index@0.0.1,,,2025-02-24T21:16:09Z,2025-02-24T21:16:09Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:09,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140684,@seed-design/css@0.0.1,,,2025-02-24T21:16:12Z,2025-02-24T21:16:12Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:12,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140690,@seed-design/react@0.0.1,,,2025-02-24T21:16:15Z,2025-02-24T21:16:15Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:15,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140701,@seed-design/react-avatar@0.0.1,,,2025-02-24T21:16:18Z,2025-02-24T21:16:18Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:18,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140713,@seed-design/react-checkbox@0.0.1,,,2025-02-24T21:16:21Z,2025-02-24T21:16:21Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:21,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140719,@seed-design/react-dialog@0.0.1,,,2025-02-24T21:16:24Z,2025-02-24T21:16:24Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:24,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140728,@seed-design/react-popover@0.0.1,,,2025-02-24T21:16:27Z,2025-02-24T21:16:27Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:27,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140734,@seed-design/react-primitive@0.0.1,,,2025-02-24T21:16:30Z,2025-02-24T21:16:30Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:30,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140747,@seed-design/react-progress@0.0.1,,,2025-02-24T21:16:33Z,2025-02-24T21:16:33Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:33,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140760,@seed-design/react-radio-group@0.0.1,,,2025-02-24T21:16:36Z,2025-02-24T21:16:36Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:36,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140773,@seed-design/react-segmented-control@0.0.1,,,2025-02-24T21:16:39Z,2025-02-24T21:16:39Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:39,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140782,@seed-design/react-pull-to-refresh@0.0.1,,,2025-02-24T21:16:42Z,2025-02-24T21:16:42Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:42,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140795,@seed-design/react-snackbar@0.0.1,,,2025-02-24T21:16:45Z,2025-02-24T21:16:45Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:45,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140806,@seed-design/react-tabs@0.0.1,,,2025-02-24T21:16:48Z,2025-02-24T21:16:48Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:48,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140815,@seed-design/react-switch@0.0.1,,,2025-02-24T21:16:51Z,2025-02-24T21:16:51Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:51,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140827,@seed-design/react-toggle@0.0.1,,,2025-02-24T21:16:54Z,2025-02-24T21:16:54Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:54,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140836,@seed-design/react-text-field@0.0.1,,,2025-02-24T21:16:57Z,2025-02-24T21:16:57Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:16:57,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140849,@seed-design/react-theming@2.1.5,,,2025-02-24T21:17:00Z,2025-02-24T21:17:00Z,github-actions[bot],,,,,,,2,1,5,patch,2025-02-24,06:17:00,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140864,@seed-design/dom-utils@0.0.1,,,2025-02-24T21:17:03Z,2025-02-24T21:17:03Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:17:03,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140876,@seed-design/vite-plugin@0.0.1,,,2025-02-24T21:17:07Z,2025-02-24T21:17:07Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:17:07,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140885,@seed-design/stackflow@0.0.1,,,2025-02-24T21:17:09Z,2025-02-24T21:17:09Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:17:09,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140897,@seed-design/webpack-plugin@0.0.1,,,2025-02-24T21:17:12Z,2025-02-24T21:17:12Z,github-actions[bot],,,,,,,0,0,1,patch,2025-02-24,06:17:12,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202140906,@seed-design/stylesheet@1.1.0,,,2025-02-24T21:17:15Z,2025-02-24T21:17:15Z,github-actions[bot],,,,,,,1,1,0,minor,2025-02-24,06:17:15,2025,2,25,2,Tuesday,6,04-07,,2025-02-24,1,,,,,,,,,
seed-design,202245970,@seed-design/css@0.0.2,,,2025-02-25T09:37:13Z,2025-02-25T09:37:13Z,github-actions[bot],,,,,,,0,0,2,patch,2025-02-25,18:37:13,2025,2,25,2,Tuesday,18,16-19,,2025-02-24,1,,,,,,,,,
seed-design,202245978,@seed-design/stackflow@0.0.2,,,2025-02-25T09:37:16Z,2025-02-25T09:37:16Z,github-actions[bot],,,,,,,0,0,2,patch,2025-02-25,18:37:16,2025,2,25,2,Tuesday,18,16-19,,2025-02-25,0,,,,,,,,,
seed-design,202245991,@seed-design/react@0.0.2,,,2025-02-25T09:37:19Z,2025-02-25T09:37:19Z,github-actions[bot],,,,,,,0,0,2,patch,2025-02-25,18:37:19,2025,2,25,2,Tuesday,18,16-19,,2025-02-25,0,,,,,,,,,
seed-design,202246000,@seed-design/stylesheet@1.1.1,,,2025-02-25T09:37:22Z,2025-02-25T09:37:22Z,github-actions[bot],,,,,,,1,1,1,patch,2025-02-25,18:37:22,2025,2,25,2,Tuesday,18,16-19,,2025-02-25,0,,,,,,,,,
seed-design,202246011,@seed-design/webpack-plugin@0.0.2,,,2025-02-25T09:37:25Z,2025-02-25T09:37:25Z,github-actions[bot],,,,,,,0,0,2,patch,2025-02-25,18:37:25,2025,2,25,2,Tuesday,18,16-19,,2025-02-25,0,,,,,,,,,
seed-design,202246018,@seed-design/vite-plugin@0.0.2,,,2025-02-25T09:37:28Z,2025-02-25T09:37:28Z,github-actions[bot],,,,,,,0,0,2,patch,2025-02-25,18:37:28,2025,2,25,2,Tuesday,18,16-19,,2025-02-25,0,,,,,,,,,
seed-design,203481954,@seed-design/css@0.0.3,,,2025-03-04T03:38:28Z,2025-03-04T03:38:28Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-04,12:38:28,2025,3,4,2,Tuesday,12,12-15,,2025-02-25,7,,,,,,,,,
seed-design,203481973,@seed-design/codemod@0.0.13,,,2025-03-04T03:38:31Z,2025-03-04T03:38:31Z,github-actions[bot],,,,,,,0,0,13,patch,2025-03-04,12:38:31,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203481985,@seed-design/migration-index@0.0.2,,,2025-03-04T03:38:34Z,2025-03-04T03:38:34Z,github-actions[bot],,,,,,,0,0,2,patch,2025-03-04,12:38:34,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203482000,@seed-design/stackflow@0.0.3,,,2025-03-04T03:38:37Z,2025-03-04T03:38:37Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-04,12:38:37,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203482015,@seed-design/rsbuild-plugin@0.0.3,,,2025-03-04T03:38:40Z,2025-03-04T03:38:40Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-04,12:38:40,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203482029,@seed-design/react@0.0.3,,,2025-03-04T03:38:43Z,2025-03-04T03:38:43Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-04,12:38:43,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203482056,@seed-design/vite-plugin@0.0.3,,,2025-03-04T03:38:46Z,2025-03-04T03:38:46Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-04,12:38:46,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203482078,@seed-design/webpack-plugin@0.0.3,,,2025-03-04T03:38:49Z,2025-03-04T03:38:49Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-04,12:38:49,2025,3,4,2,Tuesday,12,12-15,,2025-03-04,0,,,,,,,,,
seed-design,203739129,@seed-design/react@0.0.4,,,2025-03-05T01:12:12Z,2025-03-05T01:12:12Z,github-actions[bot],,,,,,,0,0,4,patch,2025-03-05,10:12:12,2025,3,5,3,Wednesday,10,08-11,,2025-03-04,1,,,,,,,,,
seed-design,203739130,@seed-design/css@0.0.4,,,2025-03-05T01:12:15Z,2025-03-05T01:12:15Z,github-actions[bot],,,,,,,0,0,4,patch,2025-03-05,10:12:15,2025,3,5,3,Wednesday,10,08-11,,2025-03-05,0,,,,,,,,,
seed-design,203739132,@seed-design/rsbuild-plugin@0.0.4,,,2025-03-05T01:12:18Z,2025-03-05T01:12:18Z,github-actions[bot],,,,,,,0,0,4,patch,2025-03-05,10:12:18,2025,3,5,3,Wednesday,10,08-11,,2025-03-05,0,,,,,,,,,
seed-design,203739134,@seed-design/stackflow@0.0.4,,,2025-03-05T01:12:21Z,2025-03-05T01:12:21Z,github-actions[bot],,,,,,,0,0,4,patch,2025-03-05,10:12:21,2025,3,5,3,Wednesday,10,08-11,,2025-03-05,0,,,,,,,,,
seed-design,203739140,@seed-design/vite-plugin@0.0.4,,,2025-03-05T01:12:24Z,2025-03-05T01:12:24Z,github-actions[bot],,,,,,,0,0,4,patch,2025-03-05,10:12:24,2025,3,5,3,Wednesday,10,08-11,,2025-03-05,0,,,,,,,,,
seed-design,203739146,@seed-design/webpack-plugin@0.0.4,,,2025-03-05T01:12:27Z,2025-03-05T01:12:27Z,github-actions[bot],,,,,,,0,0,4,patch,2025-03-05,10:12:27,2025,3,5,3,Wednesday,10,08-11,,2025-03-05,0,,,,,,,,,
seed-design,204648985,@seed-design/css@0.0.5,,,2025-03-10T05:24:02Z,2025-03-10T05:24:02Z,github-actions[bot],,,,,,,0,0,5,patch,2025-03-10,14:24:02,2025,3,10,1,Monday,14,12-15,,2025-03-05,5,,,,,,,,,
seed-design,204648989,@seed-design/codemod@0.0.14,,,2025-03-10T05:24:05Z,2025-03-10T05:24:05Z,github-actions[bot],,,,,,,0,0,14,patch,2025-03-10,14:24:05,2025,3,10,1,Monday,14,12-15,,2025-03-10,0,,,,,,,,,
seed-design,204648990,@seed-design/rsbuild-plugin@0.0.5,,,2025-03-10T05:24:08Z,2025-03-10T05:24:08Z,github-actions[bot],,,,,,,0,0,5,patch,2025-03-10,14:24:08,2025,3,10,1,Monday,14,12-15,,2025-03-10,0,,,,,,,,,
seed-design,204648999,@seed-design/stackflow@0.0.5,,,2025-03-10T05:24:11Z,2025-03-10T05:24:11Z,github-actions[bot],,,,,,,0,0,5,patch,2025-03-10,14:24:11,2025,3,10,1,Monday,14,12-15,,2025-03-10,0,,,,,,,,,
seed-design,204649007,@seed-design/react@0.0.5,,,2025-03-10T05:24:14Z,2025-03-10T05:24:14Z,github-actions[bot],,,,,,,0,0,5,patch,2025-03-10,14:24:14,2025,3,10,1,Monday,14,12-15,,2025-03-10,0,,,,,,,,,
seed-design,204649014,@seed-design/vite-plugin@0.0.5,,,2025-03-10T05:24:17Z,2025-03-10T05:24:17Z,github-actions[bot],,,,,,,0,0,5,patch,2025-03-10,14:24:17,2025,3,10,1,Monday,14,12-15,,2025-03-10,0,,,,,,,,,
seed-design,204649018,@seed-design/webpack-plugin@0.0.5,,,2025-03-10T05:24:20Z,2025-03-10T05:24:20Z,github-actions[bot],,,,,,,0,0,5,patch,2025-03-10,14:24:20,2025,3,10,1,Monday,14,12-15,,2025-03-10,0,,,,,,,,,
seed-design,205624816,@seed-design/codemod@0.0.15,,,2025-03-13T15:42:10Z,2025-03-13T15:42:10Z,github-actions[bot],,,,,,,0,0,15,patch,2025-03-13,00:42:10,2025,3,14,5,Friday,0,00-03,,2025-03-10,4,,,,,,,,,
seed-design,205624831,@seed-design/migration-index@0.0.3,,,2025-03-13T15:42:13Z,2025-03-13T15:42:13Z,github-actions[bot],,,,,,,0,0,3,patch,2025-03-13,00:42:13,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205624842,@seed-design/react@0.0.6,,,2025-03-13T15:42:16Z,2025-03-13T15:42:16Z,github-actions[bot],,,,,,,0,0,6,patch,2025-03-13,00:42:16,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205624861,@seed-design/rsbuild-plugin@0.0.6,,,2025-03-13T15:42:19Z,2025-03-13T15:42:19Z,github-actions[bot],,,,,,,0,0,6,patch,2025-03-13,00:42:19,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205624874,@seed-design/stackflow@0.0.6,,,2025-03-13T15:42:22Z,2025-03-13T15:42:22Z,github-actions[bot],,,,,,,0,0,6,patch,2025-03-13,00:42:22,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205624890,@seed-design/webpack-plugin@0.0.6,,,2025-03-13T15:42:25Z,2025-03-13T15:42:25Z,github-actions[bot],,,,,,,0,0,6,patch,2025-03-13,00:42:25,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205624900,@seed-design/css@0.0.6,,,2025-03-13T15:42:28Z,2025-03-13T15:42:28Z,github-actions[bot],,,,,,,0,0,6,patch,2025-03-13,00:42:28,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205624908,@seed-design/vite-plugin@0.0.6,,,2025-03-13T15:42:31Z,2025-03-13T15:42:31Z,github-actions[bot],,,,,,,0,0,6,patch,2025-03-13,00:42:31,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205628736,@seed-design/css@0.0.7,,,2025-03-13T15:54:57Z,2025-03-13T15:54:57Z,github-actions[bot],,,,,,,0,0,7,patch,2025-03-13,00:54:57,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205628748,@seed-design/react@0.0.7,,,2025-03-13T15:55:00Z,2025-03-13T15:55:00Z,github-actions[bot],,,,,,,0,0,7,patch,2025-03-13,00:55:00,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205628773,@seed-design/rsbuild-plugin@0.0.7,,,2025-03-13T15:55:03Z,2025-03-13T15:55:03Z,github-actions[bot],,,,,,,0,0,7,patch,2025-03-13,00:55:03,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205628792,@seed-design/vite-plugin@0.0.7,,,2025-03-13T15:55:06Z,2025-03-13T15:55:06Z,github-actions[bot],,,,,,,0,0,7,patch,2025-03-13,00:55:06,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205628807,@seed-design/stackflow@0.0.7,,,2025-03-13T15:55:09Z,2025-03-13T15:55:09Z,github-actions[bot],,,,,,,0,0,7,patch,2025-03-13,00:55:09,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205628818,@seed-design/webpack-plugin@0.0.7,,,2025-03-13T15:55:12Z,2025-03-13T15:55:12Z,github-actions[bot],,,,,,,0,0,7,patch,2025-03-13,00:55:12,2025,3,14,5,Friday,0,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205650333,@seed-design/codemod@0.0.16,,,2025-03-13T17:07:15Z,2025-03-13T17:07:15Z,github-actions[bot],,,,,,,0,0,16,patch,2025-03-13,02:07:15,2025,3,14,5,Friday,2,00-03,,2025-03-13,1,,,,,,,,,
seed-design,205746390,@seed-design/codemod@0.0.17,,,2025-03-14T03:02:56Z,2025-03-14T03:02:56Z,github-actions[bot],,,,,,,0,0,17,patch,2025-03-14,12:02:56,2025,3,14,5,Friday,12,12-15,,2025-03-13,1,,,,,,,,,
seed-design,206566637,@seed-design/codemod@0.0.18,,,2025-03-18T14:03:41Z,2025-03-18T14:03:41Z,github-actions[bot],,,,,,,0,0,18,patch,2025-03-18,23:03:41,2025,3,18,2,Tuesday,23,20-23,,2025-03-14,4,,,,,,,,,
seed-design,206566651,@seed-design/migration-index@0.0.18,,,2025-03-18T14:03:44Z,2025-03-18T14:03:44Z,github-actions[bot],,,,,,,0,0,18,patch,2025-03-18,23:03:44,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,206566665,@seed-design/rsbuild-plugin@0.0.8,,,2025-03-18T14:03:47Z,2025-03-18T14:03:47Z,github-actions[bot],,,,,,,0,0,8,patch,2025-03-18,23:03:47,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,206566674,@seed-design/react@0.0.8,,,2025-03-18T14:03:50Z,2025-03-18T14:03:50Z,github-actions[bot],,,,,,,0,0,8,patch,2025-03-18,23:03:50,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,206566691,@seed-design/vite-plugin@0.0.8,,,2025-03-18T14:03:53Z,2025-03-18T14:03:53Z,github-actions[bot],,,,,,,0,0,8,patch,2025-03-18,23:03:53,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,206566708,@seed-design/webpack-plugin@0.0.8,,,2025-03-18T14:03:56Z,2025-03-18T14:03:56Z,github-actions[bot],,,,,,,0,0,8,patch,2025-03-18,23:03:56,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,206566724,@seed-design/stackflow@0.0.8,,,2025-03-18T14:03:59Z,2025-03-18T14:03:59Z,github-actions[bot],,,,,,,0,0,8,patch,2025-03-18,23:03:59,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,206566736,@seed-design/css@0.0.8,,,2025-03-18T14:04:02Z,2025-03-18T14:04:02Z,github-actions[bot],,,,,,,0,0,8,patch,2025-03-18,23:04:02,2025,3,18,2,Tuesday,23,20-23,,2025-03-18,0,,,,,,,,,
seed-design,207883180,@seed-design/codemod@0.0.19,,,2025-03-24T15:20:59Z,2025-03-24T15:20:59Z,github-actions[bot],,,,,,,0,0,19,patch,2025-03-24,00:20:59,2025,3,25,2,Tuesday,0,00-03,,2025-03-18,7,,,,,,,,,
seed-design,210643191,@seed-design/codemod@0.0.21,,,2025-04-07T03:31:39Z,2025-04-07T03:31:39Z,github-actions[bot],,,,,,,0,0,21,patch,2025-04-07,12:31:39,2025,4,7,1,Monday,12,12-15,,2025-03-24,14,,,,,,,,,
seed-design,212859195,@seed-design/css@0.0.13,,,2025-04-16T16:17:12Z,2025-04-16T16:17:12Z,github-actions[bot],,,,,,,0,0,13,patch,2025-04-16,01:17:12,2025,4,17,4,Thursday,1,00-03,,2025-04-07,10,,,,,,,,,
seed-design,212859204,@seed-design/figma@0.0.5,,,2025-04-16T16:17:15Z,2025-04-16T16:17:15Z,github-actions[bot],,,,,,,0,0,5,patch,2025-04-16,01:17:15,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,212859212,@seed-design/rsbuild-plugin@0.0.13,,,2025-04-16T16:17:18Z,2025-04-16T16:17:18Z,github-actions[bot],,,,,,,0,0,13,patch,2025-04-16,01:17:18,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,212859221,@seed-design/react@0.0.13,,,2025-04-16T16:17:21Z,2025-04-16T16:17:21Z,github-actions[bot],,,,,,,0,0,13,patch,2025-04-16,01:17:21,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
seed-design,212859236,@seed-design/react-pull-to-refresh@0.0.2,,,2025-04-16T16:17:24Z,2025-04-16T16:17:24Z,github-actions[bot],,,,,,,0,0,2,patch,2025-04-16,01:17:24,2025,4,17,4,Thursday,1,00-03,,2025-04-16,1,,,,,,,,,
